id,name,longname,nationality,age,ova,pot,club,contract,positions,height,weight,preferred_foot,bov,best_position,joined,loan_date_end,value,wage,release_clause,attacking,crossing,finishing,heading_accuracy,short_passing,volleys,skill,dribbling,curve,fk_accuracy,long_passing,ball_control,movement,acceleration,sprint_speed,agility,reactions,balance,power,shot_power,jumping,stamina,strength,long_shots,mentality,aggression,interceptions,positioning,vision,penalties,composure,defending,marking,standing_tackle,sliding_tackle,goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,total_stats,base_stats,wf,sm,aw,dw,ir,pac,sho,pas,dri,def,phy,hits,contract_start,contract_end,contract_length,value_per_overall,age_group
203376,V. van Dijk,Virgil van Dijk,Netherlands,28,90,91,"



Liverpool",2018 ~ 2023,CB,193.0,92.0,Right,90,CB,"Jan 1, 2018",Not on Loan,113000000.0,210000.0,145.3,316,53,52,87,79,45,363,70,60,70,86,77,354,72,79,61,89,53,402,81,90,75,92,64,347,83,90,47,65,62,90,272,93,93,86,58,13,10,13,11,11,2112,455,3,2,Medium,Medium,3 ★,76,60,71,71,91,86,321,2018.0,2023.0,5.0,1255555.5555555555,Prime
208722,S. Mané,Sadio Mané,Senegal,28,90,90,"



Liverpool",2016 ~ 2023,LW,175.0,69.0,Right,90,LW,"Jul 1, 2016",Not on Loan,120.5,250000.0,144.3,410,76,90,84,85,75,391,91,76,64,71,89,460,95,93,93,93,86,406,84,86,88,70,78,358,75,35,92,85,71,84,122,42,42,38,56,10,10,15,7,14,2203,469,4,4,High,Medium,3 ★,94,85,80,90,44,76,189,2016.0,2023.0,7.0,1.3388888888888888,Prime
200145,Casemiro,Carlos Henrique Venancio Casimiro,Brazil,28,89,89,"



Real Madrid",2013 ~ 2023,CDM,185.0,84.0,Right,89,CDM,"Jul 11, 2013",Not on Loan,90.5,310000.0,122000000.0,349,58,64,80,84,63,369,69,63,74,84,79,343,60,69,61,87,66,437,88,87,90,91,81,396,91,87,72,80,66,84,259,84,88,87,67,13,14,16,12,12,2220,463,3,2,High,High,3 ★,65,73,76,72,86,91,175,2013.0,2023.0,10.0,1.0168539325842696,Prime
192119,T. Courtois,Thibaut Courtois,Belgium,28,89,90,"



Real Madrid",2018 ~ 2024,GK,199.0,96.0,Left,89,GK,"Aug 9, 2018",Not on Loan,82000000.0,250000.0,119000000.0,86,14,14,13,33,12,110,13,19,20,35,23,284,42,52,61,84,45,249,56,68,38,70,17,122,23,15,13,44,27,66,54,20,18,16,420,84,89,74,85,88,1325,468,3,1,Medium,Medium,4 ★,84,89,74,88,48,85,96,2018.0,2024.0,6.0,921348.3146067415,Prime
167495,M. Neuer,Manuel Neuer,Germany,34,89,89,"



FC Bayern München",2011 ~ 2023,GK,193.0,92.0,Right,89,GK,"Jul 1, 2011",Not on Loan,17.5,130000.0,47.9,119,15,13,25,55,11,160,30,14,11,59,46,286,54,60,51,86,35,284,68,77,43,80,16,188,29,30,12,70,47,70,38,17,10,11,440,87,87,91,86,89,1515,497,4,1,Medium,Medium,5 ★,87,87,91,89,57,86,118,2011.0,2023.0,12.0,0.19662921348314608,Veteran
165153,K. Benzema,Karim Benzema,France,32,89,89,"



Real Madrid",2009 ~ 2022,"CF, ST",185.0,81.0,Right,89,CF,"Jul 9, 2009",Not on Loan,83.5,350000.0,108.7,426,75,88,91,86,86,404,87,81,73,73,90,388,77,72,79,91,69,400,84,79,78,80,79,363,63,39,90,87,84,90,89,47,24,18,41,13,11,5,5,7,2111,442,4,4,Medium,Low,4 ★,74,85,81,86,40,76,216,2009.0,2022.0,13.0,0.9382022471910112,Veteran
155862,Sergio Ramos,Sergio Ramos García,Spain,34,89,89,"



Real Madrid",2005 ~ 2021,CB,184.0,82.0,Right,89,CB,"Aug 1, 2005",Not on Loan,33.5,300000.0,50.2,374,66,65,92,82,69,381,65,74,76,83,83,378,72,70,78,92,66,402,79,93,81,85,64,414,90,88,73,71,92,88,263,85,88,90,46,11,8,9,7,11,2258,463,3,3,High,Medium,4 ★,71,70,76,73,88,85,212,2005.0,2021.0,16.0,0.37640449438202245,Veteran
153079,S. Agüero,Sergio Agüero,Argentina,32,89,89,"



Manchester City",2011 ~ 2021,ST,173.0,70.0,Right,89,ST,"Jul 28, 2011",Not on Loan,83.5,300000.0,98.1,411,70,94,78,83,86,397,88,83,73,64,89,424,79,78,84,92,91,403,89,78,78,74,84,341,65,24,94,83,75,91,83,30,29,24,59,13,15,6,11,14,2118,439,4,4,High,Medium,4 ★,78,90,77,88,33,73,154,2011.0,2021.0,10.0,0.9382022471910112,Veteran
202652,R. Sterling,Raheem Sterling,England,25,88,90,"



Manchester City",2015 ~ 2023,"LW, RW",170.0,69.0,Right,88,LW,"Jul 14, 2015",Not on Loan,114.5,270000.0,139.6,360,78,85,46,84,67,387,90,77,63,69,88,464,96,90,94,90,94,358,78,57,79,65,79,332,59,30,92,82,69,80,147,47,53,47,63,15,12,12,15,9,2111,455,3,4,High,Medium,3 ★,93,81,79,90,45,67,205,2015.0,2023.0,8.0,1.3011363636363635,Prime
215914,N. Kanté,N'Golo Kanté,France,29,88,88,"



Chelsea",2016 ~ 2023,"CDM, CM",168.0,70.0,Right,88,CDM,"Jul 16, 2016",Not on Loan,78000000.0,190000.0,96.9,328,68,65,54,85,56,336,79,49,49,79,80,420,79,76,82,91,92,381,71,77,96,72,65,386,90,91,72,79,54,85,264,89,90,85,54,15,12,10,7,10,2169,468,3,2,Medium,High,3 ★,77,66,76,81,86,82,202,2016.0,2023.0,7.0,886363.6363636364,Prime
212622,J. Kimmich,Joshua Kimmich,Germany,25,88,90,"



FC Bayern München",2015 ~ 2023,"CDM, RB",176.0,73.0,Right,88,CDM,"Jul 1, 2015",Not on Loan,103000000.0,145000.0,112.1,383,91,66,72,87,67,400,83,85,61,86,85,399,77,66,84,88,84,403,78,79,95,67,84,379,89,82,80,84,44,85,245,82,84,79,60,8,15,7,15,15,2269,473,4,3,High,Medium,3 ★,71,72,86,84,81,79,339,2015.0,2023.0,8.0,1170454.5454545454,Prime
211110,P. Dybala,Paulo Dybala,Argentina,26,88,89,"



Juventus",2015 ~ 2022,"CF, CAM",177.0,75.0,Left,89,CAM,"Jul 1, 2015",Not on Loan,109000000.0,190000.0,122.5,405,82,84,64,87,88,436,91,88,88,75,94,437,89,82,92,84,90,382,82,75,78,60,87,348,48,42,85,87,86,84,120,32,48,40,26,5,4,4,5,8,2154,452,3,4,Medium,Medium,3 ★,85,85,84,92,43,63,408,2015.0,2022.0,7.0,1238636.3636363635,Prime
210257,Ederson,Ederson Santana de Moraes,Brazil,26,88,91,"



Manchester City",2017 ~ 2024,GK,188.0,86.0,Left,88,GK,"Jul 1, 2017",Not on Loan,92000000.0,195000.0,103000000.0,123,20,14,14,57,18,157,23,15,20,59,40,322,64,63,60,87,48,273,70,66,41,78,18,172,38,27,20,70,17,70,52,29,15,8,435,86,82,93,86,88,1534,498,3,1,Medium,Medium,2 ★,86,82,93,88,63,86,103,2017.0,2024.0,7.0,1045454.5454545454,Prime
202126,H. Kane,Harry Kane,England,26,88,89,"



Tottenham Hotspur",2010 ~ 2024,ST,188.0,89.0,Right,88,ST,"Jul 1, 2010",Not on Loan,109000000.0,220000.0,140.2,420,75,94,85,81,85,395,80,80,68,83,84,367,66,69,69,90,73,424,91,79,84,84,86,382,81,35,93,83,90,91,130,56,36,38,54,8,10,11,14,11,2172,449,4,3,High,High,3 ★,68,91,80,80,47,83,332,2010.0,2024.0,14.0,1238636.3636363635,Prime
162835,S. Handanovič,Samir Handanovič,Slovenia,35,88,88,"



Inter",2012 ~ 2021,GK,193.0,92.0,Right,88,GK,"Jul 1, 2012",Not on Loan,10000000.0,100000.0,27.2,86,12,10,10,42,12,100,18,12,14,40,16,272,51,55,47,83,36,264,55,78,41,71,19,123,25,22,12,41,23,69,48,25,10,13,424,88,85,73,89,89,1317,477,3,1,Medium,Medium,3 ★,88,85,73,89,53,89,86,2012.0,2021.0,9.0,113636.36363636363,Veteran
201024,K. Koulibaly,Kalidou Koulibaly,Senegal,29,88,88,"



Napoli",2014 ~ 2023,CB,187.0,89.0,Right,88,CB,"Jul 1, 2014",Not on Loan,76.5,140000.0,85000000.0,224,30,22,84,74,14,262,69,28,28,63,74,328,73,77,52,85,41,316,55,82,70,94,15,294,87,87,35,52,33,82,267,91,89,87,43,7,11,7,13,5,1734,401,3,2,Medium,High,3 ★,75,28,55,68,89,86,173,2014.0,2023.0,9.0,0.8693181818181818,Prime
183277,E. Hazard,Eden Hazard,Belgium,29,88,88,"



Real Madrid",2019 ~ 2024,"LW, ST",175.0,74.0,Right,88,LW,"Jul 1, 2019",Not on Loan,89.5,350000.0,118.9,388,77,82,61,85,83,427,93,83,79,81,91,448,91,86,92,86,93,361,82,56,82,63,78,353,54,41,85,86,87,90,83,34,27,22,45,11,12,6,8,8,2105,446,4,4,High,Medium,4 ★,88,82,83,92,35,66,246,2019.0,2024.0,5.0,1.0170454545454546,Prime
182521,T. Kroos,Toni Kroos,Germany,30,88,88,"



Real Madrid",2014 ~ 2023,CM,183.0,76.0,Right,88,CM,"Jul 17, 2014",Not on Loan,87.5,310000.0,112.8,397,88,76,58,93,82,432,80,86,84,93,89,332,57,52,63,89,71,355,89,32,75,73,86,378,60,79,76,90,73,88,205,72,73,60,51,10,11,13,7,10,2150,447,5,3,Medium,Medium,4 ★,54,81,91,81,71,69,161,2014.0,2023.0,9.0,0.9943181818181818,Veteran
194765,A. Griezmann,Antoine Griezmann,France,29,87,87,"



FC Barcelona",2019 ~ 2024,"ST, CF, LW",176.0,73.0,Left,87,ST,"Jul 12, 2019",Not on Loan,79.5,290000.0,103.5,425,83,88,83,84,87,429,87,86,85,82,89,425,80,79,91,92,83,402,81,90,86,63,82,382,73,49,89,85,86,89,162,59,54,49,63,14,8,14,13,14,2288,465,3,4,Medium,Medium,4 ★,79,85,84,88,57,72,396,2019.0,2024.0,5.0,0.9137931034482759,Prime
233049,J. Sancho,Jadon Sancho,England,20,87,93,"



Borussia Dortmund",2017 ~ 2023,"RM, LM, CAM",180.0,76.0,Right,89,CAM,"Aug 31, 2017",Not on Loan,124000000.0,82000.0,132.1,373,83,81,38,88,83,380,92,81,48,68,91,435,86,81,91,87,90,328,70,51,77,67,63,313,44,39,83,87,60,84,105,32,41,32,52,7,11,10,11,13,1986,430,3,5,High,Medium,3 ★,83,74,81,91,37,64,1.1K,2017.0,2023.0,6.0,1425287.3563218392,Young
231281,T. Alexander-Arnold,Trent Alexander-Arnold,England,21,87,92,"



Liverpool",2015 ~ 2024,RB,180.0,69.0,Right,87,RB,"Oct 7, 2015",Not on Loan,114000000.0,110000.0,115.5,365,93,56,69,85,62,426,77,88,85,89,87,391,77,83,74,83,74,370,80,66,88,62,74,371,74,82,76,84,55,81,241,79,83,79,56,14,15,14,6,7,2220,464,4,3,High,Medium,2 ★,80,66,87,80,80,71,433,2015.0,2024.0,9.0,1310344.8275862068,Young
218667,Bernardo Silva,Bernardo Mota Carvalho e Silva,Portugal,25,87,88,"



Manchester City",2017 ~ 2025,"RW, CAM, CM",173.0,64.0,Left,87,RW,"Jul 1, 2017",Not on Loan,95000000.0,230000.0,115.5,371,85,79,51,86,70,411,92,84,67,76,92,434,85,78,94,85,92,350,76,51,93,54,76,356,69,49,85,85,68,87,148,49,59,40,54,9,10,14,12,9,2124,451,3,4,High,High,2 ★,81,77,83,92,51,67,242,2017.0,2025.0,8.0,1091954.0229885057,Prime
216267,A. Robertson,Andrew Robertson,Scotland,26,87,89,"



Liverpool",2017 ~ 2024,LB,178.0,64.0,Left,87,LB,"Jul 21, 2017",Not on Loan,90.5,155000.0,102000000.0,328,90,57,67,82,32,358,80,82,38,76,82,400,79,85,78,84,74,365,78,62,95,65,65,378,85,82,77,79,55,83,248,83,84,81,50,11,8,10,7,14,2127,461,2,3,High,High,3 ★,82,62,80,80,81,76,206,2017.0,2024.0,7.0,1.0402298850574712,Prime
212218,A. Laporte,Aymeric Laporte,France,26,87,90,"



Manchester City",2018 ~ 2024,CB,189.0,85.0,Left,88,CB,"Jan 30, 2018",Not on Loan,92.5,200000.0,107.8,311,58,45,86,82,40,351,63,61,69,80,78,331,60,65,59,87,60,348,68,76,72,85,47,331,81,87,54,65,44,85,266,89,89,88,45,10,11,5,14,5,1983,422,3,2,Medium,Medium,2 ★,63,50,72,68,88,81,177,2018.0,2024.0,6.0,1.0632183908045978,Prime
212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,Portugal,25,87,90,"



Manchester United",2020 ~ 2025,"CAM, CM",179.0,69.0,Right,88,CAM,"Jan 30, 2020",Not on Loan,105.5,195000.0,124.4,396,87,77,58,88,86,433,85,86,87,87,88,398,78,76,79,86,79,411,89,72,94,67,89,408,70,74,83,90,91,86,194,72,67,55,63,12,14,15,8,14,2303,476,4,4,High,High,2 ★,77,83,88,85,68,75,1.5K,2020.0,2025.0,5.0,1.2126436781609196,Prime
209499,Fabinho,Fábio Henrique Tavares,Brazil,26,87,89,"



Liverpool",2018 ~ 2023,CDM,188.0,78.0,Right,87,CDM,"Jul 1, 2018",Not on Loan,88.5,155000.0,104.9,345,75,63,75,85,47,365,76,71,53,83,82,349,66,68,66,84,65,395,81,75,88,81,70,412,86,87,70,79,90,84,258,86,87,85,47,13,12,6,8,8,2171,460,2,3,Medium,High,3 ★,67,69,79,77,85,83,198,2018.0,2023.0,5.0,1.0172413793103448,Prime
200104,H. Son,Heung Min Son,Korea Republic,27,87,87,"



Tottenham Hotspur",2015 ~ 2023,"LM, CF",183.0,78.0,Right,87,LM,"Aug 28, 2015",Not on Loan,85000000.0,165000.0,99.8,399,81,86,68,83,81,400,88,85,70,70,87,429,86,90,86,89,78,385,88,56,87,64,90,345,62,39,88,83,73,88,117,50,34,33,53,11,13,13,6,10,2128,453,5,4,High,High,3 ★,88,86,80,87,43,69,459,2015.0,2023.0,8.0,977011.4942528736,Prime
201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,Brazil,28,87,87,"



Liverpool",2015 ~ 2023,CF,181.0,76.0,Right,87,CF,"Jul 6, 2015",Not on Loan,81.5,190000.0,96.2,400,73,80,75,87,85,403,90,81,65,76,91,416,78,77,85,90,86,402,82,81,88,74,77,377,75,58,86,86,72,88,166,60,64,42,44,8,11,9,6,10,2208,467,4,5,High,High,3 ★,77,80,81,90,61,78,173,2015.0,2023.0,8.0,0.9367816091954023,Prime
193041,K. Navas,Keylor Navas,Costa Rica,33,87,87,"



Paris Saint-Germain",2019 ~ 2023,GK,185.0,80.0,Right,87,GK,"Sep 2, 2019",Not on Loan,26000000.0,110000.0,50000000.0,78,11,15,11,30,11,98,16,11,15,37,19,312,54,53,60,84,61,257,56,74,39,75,13,161,32,20,16,68,25,67,56,28,14,14,418,90,81,75,82,90,1380,471,3,1,Medium,Medium,3 ★,90,81,75,90,53,82,117,2019.0,2023.0,4.0,298850.5747126437,Veteran
138956,G. Chiellini,Giorgio Chiellini,Italy,35,87,87,"



Juventus",2005 ~ 2021,CB,187.0,85.0,Left,87,CB,"Jul 1, 2005",Not on Loan,21000000.0,95000.0,25.6,280,54,33,83,65,45,276,59,60,31,65,61,326,60,70,57,82,57,355,78,87,54,87,49,306,90,88,28,50,50,84,272,94,90,88,15,3,3,2,4,3,1830,399,3,2,Medium,High,4 ★,66,46,58,60,90,79,130,2005.0,2021.0,16.0,241379.3103448276,Veteran
189511,Sergio Busquets,Sergio Busquets Burgos,Spain,31,87,87,"



FC Barcelona",2008 ~ 2023,"CDM, CM",189.0,76.0,Right,87,CDM,"Sep 1, 2008",Not on Loan,56000000.0,240000.0,77.9,330,62,67,68,89,44,386,81,66,68,83,88,284,40,43,67,84,50,337,61,66,81,75,54,387,81,85,77,84,60,93,249,86,83,80,48,5,8,13,9,13,2021,424,3,3,Medium,Medium,4 ★,42,62,80,80,83,77,119,2008.0,2023.0,15.0,643678.1609195402,Veteran
188567,P. Aubameyang,Pierre-Emerick Aubameyang,Gabon,31,87,87,"



Arsenal",2018 ~ 2023,"ST, LW",187.0,80.0,Right,87,ST,"Jan 31, 2018",Not on Loan,67.5,170000.0,85.5,403,76,91,75,77,84,383,80,81,76,64,82,418,91,94,77,88,68,389,82,75,80,74,78,339,43,48,93,77,78,88,92,27,29,36,48,6,9,15,9,9,2072,441,4,4,High,High,3 ★,93,86,75,80,38,69,209,2018.0,2023.0,5.0,0.7758620689655172,Veteran
186153,W. Szczęsny,Wojciech Szczęsny,Poland,30,87,87,"



Juventus",2017 ~ 2024,GK,195.0,90.0,Right,87,GK,"Jul 19, 2017",Not on Loan,53000000.0,105000.0,56.1,86,12,12,16,32,14,99,11,16,14,36,22,286,51,47,55,82,51,250,55,71,45,65,14,135,40,15,14,48,18,65,45,20,13,12,416,86,82,73,87,88,1317,465,3,1,Medium,Medium,3 ★,86,82,73,88,49,87,84,2017.0,2024.0,7.0,609195.4022988506,Veteran
183898,A. Di María,Ángel Di María,Argentina,32,87,87,"



Paris Saint-Germain",2015 ~ 2021,"RW, LW",180.0,69.0,Left,87,RW,"Aug 6, 2015",Not on Loan,63000000.0,160000.0,72.2,379,88,79,51,83,78,432,88,89,88,80,87,419,82,83,94,84,76,379,83,72,78,60,86,360,73,42,84,88,73,86,148,41,55,52,51,10,7,11,12,11,2168,453,2,5,High,Medium,4 ★,83,81,85,88,48,68,187,2015.0,2021.0,6.0,724137.9310344828,Veteran
177003,L. Modrić,Luka Modrić,Croatia,34,87,87,"



Real Madrid",2012 ~ 2021,CM,172.0,66.0,Right,87,CM,"Aug 1, 2012",Not on Loan,36.5,260000.0,50.2,380,86,72,55,91,76,427,85,85,78,89,90,417,76,70,91,88,92,371,79,68,84,58,82,391,62,79,78,90,82,92,214,68,75,71,52,13,9,7,14,9,2252,463,4,4,High,Medium,4 ★,73,76,89,88,71,66,165,2012.0,2021.0,9.0,0.41954022988505746,Veteran
176580,L. Suárez,Luis Suárez,Uruguay,33,87,87,"



Atlético Madrid",2020 ~ 2022,ST,182.0,83.0,Right,87,ST,"Sep 25, 2020",Not on Loan,51000000.0,115000.0,64.6,429,80,92,84,83,90,413,84,86,82,77,84,386,72,68,76,92,78,409,89,69,78,85,88,386,87,41,91,84,83,85,140,57,45,38,153,27,25,31,33,37,2316,459,4,3,High,Medium,5 ★,70,90,82,83,51,83,203,2020.0,2022.0,2.0,586206.8965517242,Veteran
167948,H. Lloris,Hugo Lloris,France,33,87,87,"



Tottenham Hotspur",2012 ~ 2022,GK,188.0,82.0,Left,87,GK,"Aug 31, 2012",Not on Loan,26000000.0,125000.0,51.3,94,13,10,10,50,11,115,10,11,10,50,34,321,65,62,55,85,54,223,51,74,41,43,14,138,31,27,10,30,40,65,57,29,10,18,413,89,82,68,84,90,1361,476,1,1,Medium,Medium,4 ★,89,82,68,90,63,84,65,2012.0,2022.0,10.0,298850.5747126437,Veteran
192387,C. Immobile,Ciro Immobile,Italy,30,87,87,"



Lazio",2016 ~ 2025,ST,185.0,85.0,Right,87,ST,"Jul 27, 2016",Not on Loan,78000000.0,125000.0,82.5,394,55,93,81,80,85,341,83,70,51,53,84,409,82,85,75,90,77,398,86,77,78,77,80,369,77,40,93,71,88,86,99,34,33,32,47,6,8,15,12,6,2057,438,4,3,High,Medium,3 ★,84,88,67,83,39,77,336,2016.0,2025.0,9.0,896551.724137931,Veteran
189596,T. Müller,Thomas Müller,Germany,30,86,86,"



FC Bayern München",2008 ~ 2023,"CAM, RM, RW",186.0,75.0,Right,86,CAM,"Aug 10, 2008",Not on Loan,65.5,130000.0,69.3,419,85,85,81,84,84,375,75,81,59,78,82,374,68,68,73,94,71,388,78,77,86,66,81,359,62,58,94,85,60,84,150,47,57,46,52,6,7,11,14,14,2117,437,4,3,High,High,4 ★,68,82,82,78,56,71,126,2008.0,2023.0,15.0,0.7616279069767442,Veteran
193080,De Gea,David De Gea Quintana,Spain,29,86,86,"



Manchester United",2011 ~ 2023,GK,192.0,82.0,Right,86,GK,"Jul 1, 2011",Not on Loan,46.5,150000.0,59.9,114,17,13,21,50,13,143,18,21,19,47,38,304,57,58,63,83,43,241,59,67,43,60,12,170,38,30,12,61,29,65,59,25,21,13,418,88,81,78,82,89,1449,476,3,1,Medium,Medium,4 ★,88,81,78,89,58,82,313,2011.0,2023.0,12.0,0.5406976744186046,Prime
204963,Carvajal,Daniel Carvajal Ramos,Spain,28,86,86,"



Real Madrid",2013 ~ 2022,RB,173.0,73.0,Right,86,RB,"Jul 5, 2013",Not on Loan,61.5,230000.0,77.9,339,84,51,72,83,49,359,78,76,47,74,84,403,79,80,79,84,81,355,68,77,89,74,47,361,84,83,75,74,45,82,251,83,83,85,65,13,13,15,9,15,2133,454,3,3,High,High,3 ★,80,54,78,80,82,80,124,2013.0,2022.0,9.0,0.7151162790697675,Prime
201535,R. Varane,Raphaël Varane,France,27,86,88,"



Real Madrid",2011 ~ 2022,CB,191.0,81.0,Right,87,CB,"Jul 1, 2011",Not on Loan,72.5,220000.0,98.8,293,42,46,85,78,42,309,55,46,52,77,79,351,79,85,62,86,39,347,52,81,75,86,53,321,80,87,52,59,43,83,262,89,87,86,50,11,11,9,5,14,1933,428,3,2,Medium,High,3 ★,82,49,64,64,87,82,154,2011.0,2022.0,11.0,0.8430232558139535,Prime
199556,M. Verratti,Marco Verratti,Italy,27,86,87,"



Paris Saint-Germain",2012 ~ 2024,"CM, CDM",165.0,60.0,Right,86,CM,"Jul 18, 2012",Not on Loan,77.5,135000.0,96.3,344,75,60,55,90,64,411,90,78,64,89,90,401,68,61,91,87,94,308,56,65,76,53,58,397,89,85,71,88,64,94,243,78,82,83,64,12,12,15,15,10,2168,445,4,4,Medium,High,3 ★,64,60,85,90,79,67,145,2012.0,2024.0,12.0,0.9011627906976745,Prime
